snames,year,nia_sw,nia_gw,nia_others,tnia,tgia
Chattisgarh,2014,8.42730135,2.7275066,1.91504676,12.77044429,14.7906515
Chattisgarh,2015,NA,NA,NA,NA,NA
Dadra and Nagar Haveli,1950,0.00087033,0.0001643,0.00147335,0.00133305,0.00133258
Dadra and Nagar Haveli,1951,0.00088963,0.00017912,0.00117193,0.00134558,0.0013692
Dadra and Nagar Haveli,1952,0.00088904,0.00017923,0.00121017,0.00135024,0.00137629
Dadra and Nagar Haveli,1953,0.0009565,0.00018373,0.00104133,0.00139799,0.0014389
Dadra and Nagar Haveli,1954,0.00095687,0.00018486,0.00112724,0.00141199,0.00147375
Dadra and Nagar Haveli,1955,0.0010092,0.00018522,0.00109794,0.00145483,0.00151451
Dadra and Nagar Haveli,1956,0.00100606,0.00018046,0.00109347,0.00144044,0.00151864
Dadra and Nagar Haveli,1957,0.00103697,0.00018739,0.00106765,0.00148027,0.00157299
Dadra and Nagar Haveli,1958,0.00105459,0.00018376,0.00113518,0.00149593,0.00159189
Dadra and Nagar Haveli,1959,0.00107768,0.00019467,0.00109695,0.00153659,0.00162142
Dadra and Nagar Haveli,1960,0.00109128,0.00020036,0.00121166,0.00157648,0.00165273
Dadra and Nagar Haveli,1961,0.00110465,0.00020207,0.00120073,0.00159073,0.00168108
Dadra and Nagar Haveli,1962,0.00114112,0.00021023,0.00119328,0.00164066,0.00173956
Dadra and Nagar Haveli,1963,0.00114171,0.00021394,0.00123301,0.00165492,0.00175492
Dadra and Nagar Haveli,1964,0.00116963,0.00022194,0.00125237,0.00170043,0.00181339
Dadra and Nagar Haveli,1965,0.00111211,0.00023782,0.00122904,0.00168407,0.00182521
Dadra and Nagar Haveli,1966,0.00114536,0.00025272,0.00101352,0.00172006,0.00193035
Dadra and Nagar Haveli,1967,0.00115011,0.00025041,0.00116498,0.00173834,0.00196166
Dadra and Nagar Haveli,1968,0.00115611,0.00029686,0.00118683,0.00185443,0.00209574
Dadra and Nagar Haveli,1969,0.00121794,0.0003072,0.00116994,0.00193037,0.00218375
Dadra and Nagar Haveli,1970,0.00123884,0.00032671,0.00112525,0.00198829,0.00225582
Dadra and Nagar Haveli,1971,0.00123146,0.00033751,0.00120023,0.00201661,0.00226999
Dadra and Nagar Haveli,1972,0.00121436,0.00035631,0.00111979,0.00203502,0.00230661
Dadra and Nagar Haveli,1973,0.00123994,0.00036508,0.00114114,0.00208054,0.00237927
Dadra and Nagar Haveli,1974,0.00124674,0.00039108,0.00120272,0.00215488,0.00246551
Dadra and Nagar Haveli,1975,0.00129826,0.00039699,0.00118484,0.00221139,0.0025612
Dadra and Nagar Haveli,1976,0.00129819,0.00041466,0.00114213,0.00224693,0.00257242
Dadra and Nagar Haveli,1977,0.00135067,0.00042832,0.00123251,0.00233624,0.00272186
Dadra and Nagar Haveli,1978,0.00139496,0.00045154,0.0012633,0.00243296,0.00285359
Dadra and Nagar Haveli,1979,0.00133422,0.00049099,0.00119427,0.00246268,0.00290675
Dadra and Nagar Haveli,1980,0.00135023,0.00048634,0.00126678,0.00247521,0.00294042
Dadra and Nagar Haveli,1981,0.00141221,0.00051498,0.00121364,0.00258919,0.0030367
Dadra and Nagar Haveli,1982,0.00139752,0.00053174,0.0011039,0.00260121,0.00306151
Dadra and Nagar Haveli,1983,0.00148347,0.00053298,0.00112227,0.00268163,0.00317964
Dadra and Nagar Haveli,1984,0.0014171,0.00055431,0.00121861,0.00268553,0.00322389
Dadra and Nagar Haveli,1985,0.00138465,0.00056118,0.00124244,0.00267626,0.0032064
Dadra and Nagar Haveli,1986,0.00140124,0.00057228,0.00127869,0.00272127,0.00329359
Dadra and Nagar Haveli,1987,0.00134694,0.00059543,0.00140433,0.00274377,0.00331107
Dadra and Nagar Haveli,1988,0.00146585,0.00062992,0.00139986,0.00292743,0.00357605
Dadra and Nagar Haveli,1989,0.00145855,0.00064451,0.00136857,0.00295089,0.00361131
Dadra and Nagar Haveli,1990,0.00149078,0.00067873,0.00145597,0.00306992,0.00373335
Dadra and Nagar Haveli,1991,0.00151892,0.00071562,0.00151358,0.0031878,0.0038796
Dadra and Nagar Haveli,1992,0.00147382,0.00073989,0.00159452,0.00321522,0.00394345
Dadra and Nagar Haveli,1993,0.00148427,0.00075847,0.00170575,0.0032819,0.00403164
Dadra and Nagar Haveli,1994,0.00150233,0.00079461,0.00175442,0.00338801,0.00417293
Dadra and Nagar Haveli,1995,0.00147916,0.00081621,0.00172164,0.00341378,0.00421464
Dadra and Nagar Haveli,1996,0.00145664,0.00087387,0.00168241,0.00352309,0.00449072
Dadra and Nagar Haveli,1997,0.00146132,0.00088256,0.00154238,0.00352935,0.00446969
Dadra and Nagar Haveli,1998,0.00146951,0.00093448,0.00165311,0.00367165,0.0046469
Dadra and Nagar Haveli,1999,0.00146023,0.00095204,0.00144604,0.00367773,0.00465399
Dadra and Nagar Haveli,2000,0.00135052,0.00092947,0.00144455,0.00352903,0.00450023
Dadra and Nagar Haveli,2001,0.00127159,0.00096738,0.00215615,0.00363969,0.00462924
Dadra and Nagar Haveli,2002,0.00116093,0.00094421,0.00181649,0.00344542,0.00431523
Dadra and Nagar Haveli,2003,0.00119674,0.001,0.0021348,0.00364742,0.0046098
Dadra and Nagar Haveli,2004,0.00120595,0.00096721,0.00374322,0.00378627,0.00478913
Dadra and Nagar Haveli,2005,0.00137413,0.00099137,0.0029626,0.00388907,0.00497821
Dadra and Nagar Haveli,2006,0.00139635,0.00103452,0.00297898,0.00401097,0.00512435
Dadra and Nagar Haveli,2007,0.00136828,0.00105434,0.00303261,0.00403942,0.00520143
Dadra and Nagar Haveli,2008,0.00137859,0.00106519,0.00298941,0.00406812,0.00525093
Dadra and Nagar Haveli,2009,0.0012107,0.00105439,0.00348003,0.00395932,0.00502582
Dadra and Nagar Haveli,2010,0.00128803,0.00107663,0.00340852,0.00406946,0.00525312
Dadra and Nagar Haveli,2011,0.00131003,0.00111417,0.00359325,0.00419975,0.00542122
Dadra and Nagar Haveli,2012,0.00127356,0.00113528,0.00374223,0.00423612,0.00544881
Dadra and Nagar Haveli,2013,0.00132436,0.00116639,0.00374521,0.00435336,0.00565708
Dadra and Nagar Haveli,2014,0.00130864,0.00118074,0.00373378,0.00437145,0.00569754
Dadra and Nagar Haveli,2015,NA,NA,NA,NA,NA
Daman and Diu,1950,0,0.00115012,0,0.00223106,0.00180648
Daman and Diu,1951,0,0.00125382,0,0.00225203,0.00185613
Daman and Diu,1952,0,0.00125459,0,0.00225984,0.00186573
Daman and Diu,1953,0,0.00128614,0,0.00233976,0.00195061
Daman and Diu,1954,0,0.00129403,0,0.00236319,0.00199786
Daman and Diu,1955,0,0.00129653,0,0.00243488,0.00205311
Daman and Diu,1956,0,0.00126325,0,0.0024108,0.00205871
Daman and Diu,1957,0,0.00131173,0,0.00247746,0.00213238
Daman and Diu,1958,0,0.00128633,0,0.00250367,0.00215801
Daman and Diu,1959,0,0.00136271,0,0.00257172,0.00219804
Daman and Diu,1960,0,0.00140254,0,0.00263848,0.00224048
Daman and Diu,1961,0,0.00141447,0,0.00266234,0.00227892
Daman and Diu,1962,0,0.00147161,0,0.00274589,0.00235819
Daman and Diu,1963,0,0.00149758,0,0.00276975,0.00237901
Daman and Diu,1964,0,0.00155357,0,0.00284593,0.00245829
Daman and Diu,1965,0,0.00166477,0,0.00281854,0.0024743
Daman and Diu,1966,0,0.00176905,0,0.00287878,0.00261683
Daman and Diu,1967,0,0.00175289,0,0.00290938,0.00265927
Daman and Diu,1968,0,0.00207803,0,0.00310367,0.00284104
Daman and Diu,1969,0,0.00215037,0,0.00323077,0.00296035
Daman and Diu,1970,0,0.00228697,0,0.00332771,0.00305804
Daman and Diu,1971,0,0.00236258,0,0.0033751,0.00307726
Daman and Diu,1972,0,0.00249417,0,0.00340592,0.00312691
Daman and Diu,1973,0,0.00255555,0,0.00348209,0.0032254
Daman and Diu,1974,0,0.00273755,0,0.00360652,0.00334231
Daman and Diu,1975,0,0.00277891,0,0.0037011,0.00347203
Daman and Diu,1976,0,0.00290262,0,0.00376059,0.00348724
Daman and Diu,1977,0,0.00299824,0,0.00391005,0.00368983
Daman and Diu,1978,0,0.00316081,0,0.00407193,0.0038684
Daman and Diu,1979,0,0.0034369,0,0.00412168,0.00394046
Daman and Diu,1980,0,0.00340438,0,0.00414265,0.00398611
Daman and Diu,1981,0,0.00360485,0,0.00433341,0.00411663
Daman and Diu,1982,0,0.00372221,0,0.00435352,0.00415026
Daman and Diu,1983,0,0.00373087,0,0.00448812,0.00431041
Daman and Diu,1984,0,0.00388017,0,0.00449464,0.00437038
Daman and Diu,1985,0,0.00392827,0,0.00447913,0.00434668
Daman and Diu,1986,0,0.00400599,0,0.00455445,0.00446487
Daman and Diu,1987,0,0.00416799,0,0.00459211,0.00448857
Daman and Diu,1988,0,0.00440944,0,0.00489949,0.00484779
Daman and Diu,1989,0,0.0045116,0,0.00493876,0.00489559
Daman and Diu,1990,0,0.00475113,0,0.00513797,0.00506103
Daman and Diu,1991,0,0.00500932,0,0.00533526,0.00525929
Daman and Diu,1992,0,0.0051792,0,0.00538116,0.00534585
Daman and Diu,1993,0,0.00530926,0,0.00549275,0.0054654
Daman and Diu,1994,0,0.00556225,0,0.00567036,0.00565694
Daman and Diu,1995,0,0.00571347,0,0.00571347,0.00571347
Daman and Diu,1996,0,0.00611711,0,0.00589643,0.00608774
Daman and Diu,1997,0,0.00617791,0,0.00590691,0.00605923
Daman and Diu,1998,0,0.00654134,0,0.00614507,0.00629946
Daman and Diu,1999,0,0.00666428,0,0.00615523,0.00630907
Daman and Diu,2000,0,0.00650632,0,0.00590638,0.00610063
Daman and Diu,2001,0,0.00677163,0,0.00609158,0.00627552
Daman and Diu,2002,0,0.00660944,0,0.00576643,0.00584984
Daman and Diu,2003,0,0.007,0,0.00610452,0.00624917
Daman and Diu,2004,0,0.00677048,0,0.0063369,0.00649228
Daman and Diu,2005,0,0.00693959,0,0.00650894,0.0067486
Daman and Diu,2006,0,0.00724164,0,0.00671297,0.0069467
Daman and Diu,2007,0,0.00738036,0,0.00676058,0.0070512
Daman and Diu,2008,0,0.00745635,0,0.00680862,0.0071183
Daman and Diu,2009,0,0.00738074,0,0.00662652,0.00681314
Daman and Diu,2010,0,0.00753639,0,0.00681087,0.00712126
Daman and Diu,2011,0,0.0077992,0,0.00702891,0.00734915
Daman and Diu,2012,0,0.00794695,0,0.00708979,0.00738655
Daman and Diu,2013,0,0.00816474,0,0.00728601,0.00766889
Daman and Diu,2014,0,0.00826517,0,0.00731629,0.00772374
Daman and Diu,2015,NA,NA,NA,NA,NA
Delhi,1950,0.01015843,0.0328606,0.00881948,0.07824648,0.07484637
Delhi,1951,0.01038364,0.03582344,0.00701516,0.07898193,0.07690332
Delhi,1952,0.01037681,0.03584543,0.00724405,0.07925584,0.07730143
Delhi,1953,0.0111642,0.03674692,0.00623339,0.0820588,0.08081815
Delhi,1954,0.01116847,0.0369723,0.00674763,0.08288056,0.08277557
Delhi,1955,0.01177927,0.03704376,0.00657225,0.08539459,0.08506475
Delhi,1956,0.01174259,0.03609279,0.0065455,0.08455032,0.08529699
Delhi,1957,0.01210344,0.03747801,0.00639093,0.086888,0.08834924
Delhi,1958,0.01230903,0.03675242,0.00679519,0.08780731,0.08941089
Delhi,1959,0.0125786,0.0389347,0.00656631,0.09019377,0.09106972
Delhi,1960,0.01273727,0.04007256,0.00725296,0.09253519,0.09282807
Delhi,1961,0.01289339,0.04041337,0.00718757,0.09337196,0.09442055
Delhi,1962,0.01331907,0.04204595,0.00714298,0.09630249,0.09770503
Delhi,1963,0.0133259,0.04278804,0.00738078,0.09713925,0.09856762
Delhi,1964,0.01365177,0.04438764,0.00749671,0.09981088,0.10185211
Delhi,1965,0.0129804,0.04756486,0.007357,0.0988503,0.10251564
Delhi,1966,0.01336855,0.0505442,0.00606693,0.10096284,0.10842107
Delhi,1967,0.013424,0.05008245,0.00697355,0.10203599,0.11017943
Delhi,1968,0.01349395,0.05937225,0.00710434,0.10885015,0.11771051
Delhi,1969,0.01421565,0.06143909,0.00700327,0.11330787,0.12265382
Delhi,1970,0.01445963,0.06534191,0.00673574,0.11670744,0.12670136
Delhi,1971,0.01437347,0.0675022,0.0071846,0.1183697,0.1274976
Delhi,1972,0.01417385,0.07126209,0.00670305,0.11945036,0.12955455
Delhi,1973,0.01447243,0.07301561,0.00683086,0.12212199,0.13363527
Delhi,1974,0.01455177,0.0782157,0.00719946,0.1264859,0.13847905
Delhi,1975,0.01515318,0.07939754,0.00709245,0.12980293,0.14385366
Delhi,1976,0.01515233,0.08293206,0.00683681,0.1318892,0.14448401
Delhi,1977,0.01576484,0.08566403,0.00737781,0.13713115,0.15287769
Delhi,1978,0.0162818,0.09030893,0.00756211,0.14280836,0.16027607
Delhi,1979,0.0155729,0.09819701,0.00714892,0.14455317,0.16326196
Delhi,1980,0.01575972,0.09726803,0.00758291,0.14528862,0.16515302
Delhi,1981,0.01648313,0.10299582,0.00726485,0.15197895,0.17056081
Delhi,1982,0.01631166,0.10634894,0.00660793,0.15268438,0.17195422
Delhi,1983,0.01731488,0.10659631,0.00671791,0.15740476,0.17858954
Delhi,1984,0.01654028,0.11086192,0.00729458,0.15763365,0.18107446
Delhi,1985,0.01616152,0.11223615,0.00743726,0.15708957,0.18009244
Delhi,1986,0.01635517,0.1144569,0.00765425,0.15973118,0.1849893
Delhi,1987,0.01572133,0.11908531,0.0084063,0.16105199,0.18597133
Delhi,1988,0.01710929,0.12598395,0.00837955,0.17183231,0.20085434
Delhi,1989,0.01702398,0.12890281,0.00819228,0.1732094,0.20283498
Delhi,1990,0.01740019,0.13574648,0.00871545,0.18019617,0.20968927
Delhi,1991,0.01772862,0.14312335,0.00906026,0.18711539,0.21790379
Delhi,1992,0.01720227,0.14797713,0.00954478,0.18872512,0.22149018
Delhi,1993,0.01732426,0.15169305,0.01021063,0.1939619441,0.22644344
Delhi,1994,0.01753497,0.1589215,0.01050193,0.19886756,0.23437928
Delhi,1995,0.01726455,0.16324208,0.01030575,0.20037973,0.23672154
Delhi,1996,0.0170018,0.17477463,0.01007092,0.20679614,0.25222828
Delhi,1997,0.0170564,0.17651165,0.00923267,0.20716387,0.25104719
Delhi,1998,0.01715194,0.18689534,0.00989554,0.21551646,0.26100017
Delhi,1999,0.0170436,0.19040787,0.008656,0.21587293,0.26139829
Delhi,2000,0.01576313,0.1858949,0.00864708,0.2071451,0.25276242
Delhi,2001,0.01484181,0.19347515,0.01290671,0.21364032,0.26000819
Delhi,2002,0.01355025,0.18884125,0.0108735,0.20223711,0.24237152
Delhi,2003,0.01396826,0.2,0.01277889,0.21409434,0.25891668
Delhi,2004,0.01407575,0.19344217,0.0224069,0.22224431,0.26898909
Delhi,2005,0.01603868,0.19827397,0.01773409,0.228278,0.27960891
Delhi,2006,0.01629801,0.20690413,0.01783218,0.23543361,0.2878168
Delhi,2007,0.01597043,0.21086741,0.01815322,0.23710338,0.29214634
Delhi,2008,0.01609071,0.2130387,0.01789461,0.23878816,0.29492654
Delhi,2009,0.0141312,0.21087841,0.02083146,0.23240176,0.28228294
Delhi,2010,0.01503375,0.21532542,0.02040342,0.23886695,0.29504929
Delhi,2011,0.01529053,0.22283421,0.0215092,0.24651412,0.30449135
Delhi,2012,0.01486484,0.22705585,0.02240096,0.24864917,0.30604069
Delhi,2013,0.01545773,0.23327836,0.02241879,0.25553087,0.31773876
Delhi,2014,0.01527432,0.23614776,0.02235042,0.25659277,0.32001135
Delhi,2015,NA,NA,NA,NA,NA
Goa,1950,0.01505504,0.00657212,0,0.01968632,0.02158402
Goa,1951,0.01538881,0.00716469,0,0.01987135,0.02217719
Goa,1952,0.01537869,0.00716909,0,0.01994027,0.022292
Goa,1953,0.01654562,0.00734938,0,0.02064547,0.02330615
Goa,1954,0.01655194,0.00739446,0,0.02085222,0.02387062
Goa,1955,0.01745717,0.00740875,0,0.02148473,0.02453077
Goa,1956,0.0174028,0.00721856,0,0.02127232,0.02459774
Goa,1957,0.01793759,0.0074956,0,0.02186047,0.02547794
Goa,1958,0.01824229,0.00735048,0,0.02209176,0.0257841
Goa,1959,0.0186418,0.00778694,0,0.02269218,0.02626247
Goa,1960,0.01887695,0.00801451,0,0.02328127,0.02676954
Goa,1961,0.01910832,0.00808267,0,0.02349179,0.02722877
Goa,1962,0.01973919,0.00840919,0,0.02422909,0.02817594
Goa,1963,0.01974931,0.00855761,0,0.02443962,0.0284247
Goa,1964,0.02023226,0.00887753,0,0.02511178,0.02937187
Goa,1965,0.01923727,0.00951297,0,0.02487011,0.02956321
Goa,1966,0.01981252,0.01010884,0,0.02540161,0.03126621
Goa,1967,0.0198947,0.01001649,0,0.02567161,0.03177328
Goa,1968,0.01999837,0.01187445,0,0.027386,0.03394508
Goa,1969,0.02106795,0.01228782,0,0.02850754,0.03537062
Goa,1970,0.02142953,0.01306838,0,0.02936285,0.03653784
Goa,1971,0.02130184,0.01350044,0,0.02978106,0.03676745
Goa,1972,0.021006,0.01425242,0,0.03005295,0.03736063
Goa,1973,0.0214485,0.01460312,0,0.03072512,0.03853742
Goa,1974,0.02156608,0.01564314,0,0.03182305,0.03993426
Goa,1975,0.02245739,0.01587951,0,0.03265759,0.04148417
Goa,1976,0.02245613,0.01658641,0,0.03318248,0.04166595
Goa,1977,0.02336388,0.01713281,0,0.03450132,0.0440865
Goa,1978,0.02413003,0.01806179,0,0.03592967,0.04622003
Goa,1979,0.02307942,0.0196394,0,0.03636866,0.04708109
Goa,1980,0.0233563,0.01945361,0,0.03655369,0.04762643
Goa,1981,0.0244284,0.02059916,0,0.03823694,0.04918592
Goa,1982,0.02417428,0.02126979,0,0.03841442,0.04958775
Goa,1983,0.02566108,0.02131926,0,0.03960204,0.05150122
Goa,1984,0.02451311,0.02217238,0,0.03965962,0.05221782
Goa,1985,0.02395177,0.02244723,0,0.03952274,0.05193463
Goa,1986,0.02423876,0.02289138,0,0.04018735,0.05334677
Goa,1987,0.0232994,0.02381706,0,0.04051965,0.05362997
Goa,1988,0.02535639,0.02519679,0,0.04323192,0.05792189
Goa,1989,0.02522996,0.02578056,0,0.04357838,0.05849307
Goa,1990,0.0257875,0.0271493,0,0.04533621,0.06046969
Goa,1991,0.02627425,0.02862467,0,0.04707704,0.06283857
Goa,1992,0.02549419,0.02959543,0,0.04748204,0.06387281
Goa,1993,0.02567498,0.03033861,0,0.04846668,0.06530122
Goa,1994,0.02598726,0.0317843,0,0.05003381,0.06758973
Goa,1995,0.02558648,0.03264842,0,0.05041426,0.06826519
Goa,1996,0.02519709,0.03495493,0,0.05202859,0.07273699
Goa,1997,0.025278,0.03530233,0,0.05212111,0.07239639
Goa,1998,0.0254196,0.03737907,0,0.05422257,0.0752666
Goa,1999,0.02525904,0.03808157,0,0.05431225,0.07538141
Goa,2000,0.02336135,0.03717898,0,0.05211639,0.07289102
Goa,2001,0.02199593,0.03869503,0,0.05375054,0.07498054
Goa,2002,0.02008181,0.03776825,0,0.05088157,0.06989452
Goa,2003,0.02070131,0.04,0,0.05386477,0.07466577
Goa,2004,0.02086061,0.03868843,0,0.05591525,0.07757043
Goa,2005,0.02376971,0.03965479,0,0.05743329,0.08063295
Goa,2006,0.02415406,0.04138083,0,0.0592336,0.08299992
Goa,2007,0.02366857,0.04217348,0,0.0596537,0.08424846
Goa,2008,0.02384684,0.04260774,0,0.06007758,0.08505021
Goa,2009,0.02094279,0.04217568,0,0.0584708,0.08140408
Goa,2010,0.02228039,0.04306508,0,0.0600974,0.08508561
Goa,2011,0.02266094,0.04456684,0,0.06202138,0.08780849
Goa,2012,0.02203007,0.04541117,0,0.06255855,0.08825528
Goa,2013,0.02290874,0.04665567,0,0.06428994,0.09162874
Goa,2014,0.02263692,0.04722955,0,0.06455711,0.09228411
Goa,2015,NA,NA,NA,NA,NA
Gujarat,1950,1.9049183,1.72353837,0.06186043,4.26674469,4.97468216
Gujarat,1951,1.94715028,1.87893937,0.04920479,4.30684837,5.11139771
Gujarat,1952,1.94587052,1.88009262,0.0508102,4.32178494,5.13785879
Gujarat,1953,2.09352249,1.92737604,0.04372137,4.47462905,5.37159828
Gujarat,1954,2.09432233,1.9391969,0.04732834,4.51943877,5.50169857
Gujarat,1955,2.20886059,1.94294498,0.04609822,4.65652787,5.65384975
Gujarat,1956,2.20198189,1.89306673,0.04591057,4.61049048,5.66928538
Gujarat,1957,2.26964904,1.96572175,0.0448264,4.73796288,5.87215363
Gujarat,1958,2.30820172,1.92766436,0.04766193,4.78809248,5.94271649
Gujarat,1959,2.35875213,2.04212484,0.04605652,4.91822482,6.05297097
Gujarat,1960,2.38850648,2.10180574,0.05087275,5.04590183,6.16984072
Gujarat,1961,2.41778092,2.11968118,0.05041406,5.09152999,6.27568502
Gujarat,1962,2.49760576,2.2053103,0.05010132,5.25133086,6.49398889
Gujarat,1963,2.49888552,2.24423263,0.05176928,5.29695902,6.55132122
Gujarat,1964,2.55999391,2.32813187,0.05258241,5.44264177,6.7696251
Gujarat,1965,2.43409782,2.4947771,0.05160248,5.39026145,6.81372689
Gujarat,1966,2.506884,2.65104304,0.0425538,5.50545722,7.20623284
Gujarat,1967,2.51728202,2.6268247,0.0489129,5.56397585,7.32310259
Gujarat,1968,2.53039953,3.11407459,0.04983027,5.93554868,7.82365793
Gujarat,1969,2.66573384,3.22248049,0.04912139,6.17862607,8.15221628
Gujarat,1970,2.71148515,3.4271831,0.04724494,6.36400326,8.42123721
Gujarat,1971,2.69532822,3.54049033,0.05039321,6.45464576,8.47415936
Gujarat,1972,2.65789532,3.73769679,0.04701559,6.51357361,8.61087492
Gujarat,1973,2.71388469,3.82966881,0.04791212,6.65925635,8.88210094
Gujarat,1974,2.72876187,4.10241342,0.05049746,6.89721847,9.20404402
Gujarat,1975,2.84154045,4.16440084,0.04974688,7.07809423,9.56126854
Gujarat,1976,2.84138049,4.34978644,0.04795382,7.19185772,9.60316524
Gujarat,1977,2.95623868,4.49307828,0.05174843,7.47769872,10.16105291
Gujarat,1978,3.05318027,4.73670322,0.0530411,7.78727455,10.6527879
Gujarat,1979,2.92024551,5.15043316,0.05014302,7.88241847,10.85124596
Gujarat,1980,2.95527886,5.10170817,0.05318704,7.92252215,10.97693607
Gujarat,1981,3.0909331,5.40213088,0.05095615,8.28734284,11.33636567
Gujarat,1982,3.05877921,5.57800214,0.04634841,8.32580963,11.42897944
Gujarat,1983,3.24690349,5.59097625,0.04711984,8.58320975,11.86999736
Gujarat,1984,3.10165107,5.81470756,0.05116464,8.595691,12.03515857
Gujarat,1985,3.03062455,5.88678595,0.05216542,8.56602246,11.96988792
Gujarat,1986,3.06693766,6.00326462,0.05368743,8.71006832,12.29535914
Gujarat,1987,2.94808023,6.24602463,0.05896235,8.78209125,12.3606298
Gujarat,1988,3.20835081,6.60785812,0.0587747,9.36993748,13.34983299
Gujarat,1989,3.19235384,6.76095262,0.05746119,9.44502957,13.48147684
Gujarat,1990,3.26290045,7.11990298,0.0611307,9.82601449,13.93704836
Gujarat,1991,3.32448875,7.50681976,0.06354924,10.20331643,14.48302854
Gujarat,1992,3.22578749,7.76140062,0.0669477,10.29109437,14.72139873
Gujarat,1993,3.24866315,7.95630057,0.07161799,10.50450322,15.05061861
Gujarat,1994,3.28817565,8.33543288,0.07366124,10.8441568,15.57807604
Gujarat,1995,3.23746528,8.56204733,0.07228517,10.92661487,15.73375537
Gujarat,1996,3.18819463,9.16692914,0.07063806,11.27649898,16.76441425
Gujarat,1997,3.19843269,9.25803622,0.06475851,11.29655082,16.68591306
Gujarat,1998,3.21634929,9.80266051,0.06940794,11.752014,17.34743994
Gujarat,1999,3.19603314,9.98689286,0.06071371,11.77145201,17.37390102
Gujarat,2000,2.95591874,9.75018745,0.06065116,11.29552769,16.79991619
Gujarat,2001,2.78315154,10.14777182,0.09052847,11.6497087,17.28150776
Gujarat,2002,2.54095753,9.9047235,0.07626742,11.02789711,16.10928213
Gujarat,2003,2.61934265,10.49,0.08963195,11.67446659,17.20896032
Gujarat,2004,2.63949882,10.14604194,0.15716343,12.11888079,17.87842552
Gujarat,2005,3.00758893,10.39946955,0.12438804,12.44789463,18.58427471
Gujarat,2006,3.05621969,10.85212181,0.12507607,12.83808703,19.12981387
Gujarat,2007,2.99479136,11.05999588,0.12732782,12.92913874,19.41757807
Gujarat,2008,3.01734707,11.17387973,0.12551391,13.0210089,19.60236458
Gujarat,2009,2.64989684,11.0605725,0.14611321,12.67276167,18.76200493
Gujarat,2010,2.81914471,11.29381816,0.14311088,13.02530572,19.61052341
Gujarat,2011,2.86729556,11.68765446,0.15086689,13.44230211,20.23809191
Gujarat,2012,2.78747072,11.90907927,0.15712174,13.55872553,20.3410696
Gujarat,2013,2.89864961,12.2354502,0.15724683,13.93398136,21.11858419
Gujarat,2014,2.86425614,12.38594987,0.15676729,13.99188616,21.26963283
Gujarat,2015,NA,NA,NA,NA,NA
Haryana,1950,5.08619327,1.49515721,0.1263222,6.02729292,8.41482407
Haryana,1951,5.19895402,1.62996647,0.10047873,6.08394421,8.64608254
Haryana,1952,5.19553703,1.63096691,0.10375706,6.10504393,8.69084224
Haryana,1953,5.58977253,1.67198494,0.08928131,6.32095473,9.08621961
Haryana,1954,5.59190815,1.68223945,0.09664691,6.38425387,9.30628815
Haryana,1955,5.89772898,1.68549088,0.09413495,6.5779088,9.56365644
Haryana,1956,5.87936264,1.64222186,0.09375176,6.51287543,9.58976627
Haryana,1957,6.06003612,1.70524956,0.09153783,6.69294561,9.93292398
Haryana,1958,6.16297302,1.67223505,0.09732813,6.76375973,10.05228319
Haryana,1959,6.29794422,1.77152869,0.09404979,6.94758739,10.23878195
Haryana,1960,6.37738929,1.82330145,0.10388479,7.12794661,10.43647064
Haryana,1961,6.455553,1.83880827,0.10294812,7.19240191,10.61550945
Haryana,1962,6.6686879,1.91309092,0.10230949,7.41813997,10.98477699
Haryana,1963,6.67210489,1.94685576,0.10571554,7.48259527,11.08175635
Haryana,1964,6.83526628,2.01963775,0.107376,7.68838976,11.4510239
Haryana,1965,6.49911965,2.1642013,0.10537494,7.61439624,11.5256234
Haryana,1966,6.6934611,2.29976088,0.08689707,7.77712418,12.18955899
Haryana,1967,6.72122416,2.27875165,0.09988267,7.85978883,12.38724767
Haryana,1968,6.75624833,2.70143745,0.101756,8.3846804,13.23395205
Haryana,1969,7.11759528,2.79547878,0.10030843,8.7280566,13.78971835
Haryana,1970,7.23975276,2.97305684,0.09647661,8.98992431,14.24477533
Haryana,1971,7.19661323,3.07135004,0.10290555,9.1179678,14.33429473
Haryana,1972,7.0966662,3.24242524,0.09600828,9.20121051,14.5655532
Haryana,1973,7.24615962,3.32221031,0.09783903,9.40700501,15.02434015
Haryana,1974,7.28588216,3.55881431,0.10311842,9.74315528,15.56891653
Haryana,1975,7.58700462,3.61258795,0.1015857,9.99866417,16.17317251
Haryana,1976,7.5865775,3.77340864,0.09792419,10.15936886,16.24404204
Haryana,1977,7.89325257,3.89771328,0.10567297,10.56315384,17.18772577
Haryana,1978,8.15208975,4.10905618,0.10831266,11.00046714,18.01951024
Haryana,1979,7.79714966,4.46796394,0.10239464,11.13486944,18.35520801
Haryana,1980,7.89068983,4.42569536,0.10861069,11.19152074,18.5678166
Haryana,1981,8.25289103,4.68630992,0.10405509,11.70687408,19.17580256
Haryana,1982,8.16703909,4.83887698,0.09464585,11.76121307,19.33246151
Haryana,1983,8.66933698,4.85013193,0.09622116,12.12482188,20.07845656
Haryana,1984,8.28150834,5.04421724,0.10448085,12.14245315,20.3578317
Haryana,1985,8.09186526,5.10674472,0.10652448,12.10054276,20.24742443
Haryana,1986,8.18882242,5.20778914,0.10963251,12.30402495,20.79796877
Haryana,1987,7.87146924,5.41838171,0.12040417,12.40576605,20.90837604
